,Person1,Person2,similarity
0,TCGA-3C-AALI,TCGA-A8-A0A7,1.0
1,TCGA-3C-AALI,TCGA-BH-A0B7,1.0
2,TCGA-3C-AALI,TCGA-EW-A6SD,1.0
3,TCGA-3C-AALJ,TCGA-A1-A0SI,1.0
4,TCGA-3C-AALJ,TCGA-A2-A0CW,1.0
5,TCGA-3C-AALJ,TCGA-A2-A0D4,1.0
6,TCGA-3C-AALJ,TCGA-A2-A0EY,1.0
7,TCGA-3C-AALJ,TCGA-A2-A25C,1.0
8,TCGA-3C-AALJ,TCGA-A2-A4S3,1.0
9,TCGA-3C-AALJ,TCGA-A8-A06R,1.0
10,TCGA-3C-AALJ,TCGA-A8-A075,1.0
11,TCGA-3C-AALJ,TCGA-A8-A082,1.0
12,TCGA-3C-AALJ,TCGA-A8-A084,1.0
13,TCGA-3C-AALK,TCGA-A2-A0YI,1.0
14,TCGA-3C-AALK,TCGA-BH-A8FY,1.0
15,TCGA-3C-AALK,TCGA-GM-A2DI,1.0
16,TCGA-4H-AAAK,TCGA-A2-A0ET,1.0
17,TCGA-4H-AAAK,TCGA-AO-A0JG,1.0
18,TCGA-4H-AAAK,TCGA-AQ-A7U7,1.0
19,TCGA-4H-AAAK,TCGA-BH-A0B5,1.0
20,TCGA-4H-AAAK,TCGA-BH-A0DS,1.0
21,TCGA-4H-AAAK,TCGA-BH-A0DV,1.0
22,TCGA-4H-AAAK,TCGA-BH-A0E2,1.0
23,TCGA-4H-AAAK,TCGA-PE-A5DC,1.0
24,TCGA-5L-AAT0,TCGA-A1-A0SD,1.0
25,TCGA-5L-AAT0,TCGA-A1-A0SF,1.0
26,TCGA-5L-AAT0,TCGA-A2-A4S0,1.0
27,TCGA-5L-AAT0,TCGA-A7-A26J,1.0
28,TCGA-5L-AAT0,TCGA-A7-A3J0,1.0
29,TCGA-5L-AAT0,TCGA-A7-A3RF,1.0
30,TCGA-5L-AAT0,TCGA-A7-A56D,1.0
31,TCGA-5L-AAT0,TCGA-A8-A06Y,1.0
32,TCGA-5L-AAT0,TCGA-A8-A07B,1.0
33,TCGA-5L-AAT0,TCGA-A8-A07Z,1.0
34,TCGA-A1-A0SB,TCGA-BH-A1FU,1.0
35,TCGA-A1-A0SB,TCGA-LD-A9QF,1.0
36,TCGA-A1-A0SD,TCGA-5L-AAT0,1.0
37,TCGA-A1-A0SD,TCGA-A1-A0SF,1.0
38,TCGA-A1-A0SD,TCGA-A2-A4S0,1.0
39,TCGA-A1-A0SD,TCGA-A7-A26J,1.0
40,TCGA-A1-A0SD,TCGA-A7-A3J0,1.0
41,TCGA-A1-A0SD,TCGA-A7-A3RF,1.0
42,TCGA-A1-A0SD,TCGA-A7-A56D,1.0
43,TCGA-A1-A0SD,TCGA-A8-A06Y,1.0
44,TCGA-A1-A0SD,TCGA-A8-A07B,1.0
45,TCGA-A1-A0SD,TCGA-A8-A07Z,1.0
46,TCGA-A1-A0SE,TCGA-A2-A04N,1.0
47,TCGA-A1-A0SE,TCGA-A2-A0CP,1.0
48,TCGA-A1-A0SE,TCGA-A2-A0D3,1.0
49,TCGA-A1-A0SE,TCGA-A2-A0EU,1.0
50,TCGA-A1-A0SE,TCGA-A2-A0EV,1.0
51,TCGA-A1-A0SE,TCGA-A2-A259,1.0
52,TCGA-A1-A0SE,TCGA-A7-A0DC,1.0
53,TCGA-A1-A0SE,TCGA-AO-A03M,1.0
54,TCGA-A1-A0SE,TCGA-AO-A03V,1.0
55,TCGA-A1-A0SE,TCGA-B6-A0IP,1.0
56,TCGA-A1-A0SF,TCGA-5L-AAT0,1.0
57,TCGA-A1-A0SF,TCGA-A1-A0SD,1.0
58,TCGA-A1-A0SF,TCGA-A2-A4S0,1.0
59,TCGA-A1-A0SF,TCGA-A7-A26J,1.0
60,TCGA-A1-A0SF,TCGA-A7-A3J0,1.0
61,TCGA-A1-A0SF,TCGA-A7-A3RF,1.0
62,TCGA-A1-A0SF,TCGA-A7-A56D,1.0
63,TCGA-A1-A0SF,TCGA-A8-A06Y,1.0
64,TCGA-A1-A0SF,TCGA-A8-A07B,1.0
65,TCGA-A1-A0SF,TCGA-A8-A07Z,1.0
66,TCGA-A1-A0SG,TCGA-A2-A0CV,1.0
67,TCGA-A1-A0SG,TCGA-A2-A1G0,1.0
68,TCGA-A1-A0SG,TCGA-A2-A3KC,1.0
69,TCGA-A1-A0SG,TCGA-A7-A4SA,1.0
70,TCGA-A1-A0SG,TCGA-A8-A06U,1.0
71,TCGA-A1-A0SG,TCGA-A8-A07F,1.0
72,TCGA-A1-A0SG,TCGA-A8-A07J,1.0
73,TCGA-A1-A0SG,TCGA-AN-A041,1.0
74,TCGA-A1-A0SG,TCGA-AO-A0JJ,1.0
75,TCGA-A1-A0SG,TCGA-AO-A12C,1.0
76,TCGA-A1-A0SH,TCGA-A2-A04V,1.0
77,TCGA-A1-A0SH,TCGA-A2-A0CT,1.0
78,TCGA-A1-A0SH,TCGA-A2-A0ES,1.0
79,TCGA-A1-A0SH,TCGA-A2-A0T4,1.0
80,TCGA-A1-A0SH,TCGA-A2-A0T5,1.0
81,TCGA-A1-A0SH,TCGA-A2-A1FZ,1.0
82,TCGA-A1-A0SH,TCGA-A7-A0CG,1.0
83,TCGA-A1-A0SH,TCGA-A7-A0CH,1.0
84,TCGA-A1-A0SH,TCGA-A7-A0D9,1.0
85,TCGA-A1-A0SH,TCGA-A7-A0DB,1.0
86,TCGA-A1-A0SI,TCGA-3C-AALJ,1.0
87,TCGA-A1-A0SI,TCGA-A2-A0CW,1.0
88,TCGA-A1-A0SI,TCGA-A2-A0D4,1.0
89,TCGA-A1-A0SI,TCGA-A2-A0EY,1.0
90,TCGA-A1-A0SI,TCGA-A2-A25C,1.0
91,TCGA-A1-A0SI,TCGA-A2-A4S3,1.0
92,TCGA-A1-A0SI,TCGA-A8-A06R,1.0
93,TCGA-A1-A0SI,TCGA-A8-A075,1.0
94,TCGA-A1-A0SI,TCGA-A8-A082,1.0
95,TCGA-A1-A0SI,TCGA-A8-A084,1.0
96,TCGA-A1-A0SJ,TCGA-A8-A06T,1.0
97,TCGA-A1-A0SJ,TCGA-BH-AB28,1.0
98,TCGA-A1-A0SJ,TCGA-GM-A3XG,1.0
99,TCGA-A1-A0SK,TCGA-A1-A0SP,1.0
100,TCGA-A1-A0SK,TCGA-A2-A04T,1.0
101,TCGA-A1-A0SK,TCGA-A2-A0CM,1.0
102,TCGA-A1-A0SK,TCGA-A2-A0D0,1.0
103,TCGA-A1-A0SK,TCGA-A2-A0YM,1.0
104,TCGA-A1-A0SK,TCGA-A2-A25F,1.0
105,TCGA-A1-A0SK,TCGA-A7-A0CE,1.0
106,TCGA-A1-A0SK,TCGA-A7-A0DA,1.0
107,TCGA-A1-A0SK,TCGA-A7-A13D,1.0
108,TCGA-A1-A0SK,TCGA-AO-A0J6,1.0
109,TCGA-A1-A0SO,TCGA-A2-A0T0,1.0
110,TCGA-A1-A0SO,TCGA-A2-A1G1,1.0
111,TCGA-A1-A0SO,TCGA-A7-A6VY,1.0
112,TCGA-A1-A0SO,TCGA-AN-A04D,1.0
113,TCGA-A1-A0SO,TCGA-AR-A0TS,1.0
114,TCGA-A1-A0SO,TCGA-AR-A0U0,1.0
115,TCGA-A1-A0SO,TCGA-AR-A1AH,1.0
116,TCGA-A1-A0SO,TCGA-B6-A1KF,1.0
117,TCGA-A1-A0SO,TCGA-C8-A12K,1.0
118,TCGA-A1-A0SO,TCGA-E2-A14N,1.0
119,TCGA-A1-A0SP,TCGA-A1-A0SK,1.0
120,TCGA-A1-A0SP,TCGA-A2-A04T,1.0
121,TCGA-A1-A0SP,TCGA-A2-A0CM,1.0
122,TCGA-A1-A0SP,TCGA-A2-A0D0,1.0
123,TCGA-A1-A0SP,TCGA-A2-A0YM,1.0
124,TCGA-A1-A0SP,TCGA-A2-A25F,1.0
125,TCGA-A1-A0SP,TCGA-A7-A0CE,1.0
126,TCGA-A1-A0SP,TCGA-A7-A0DA,1.0
127,TCGA-A1-A0SP,TCGA-A7-A13D,1.0
128,TCGA-A1-A0SP,TCGA-AO-A0J6,1.0
129,TCGA-A1-A0SQ,TCGA-AC-A23C,1.0
130,TCGA-A1-A0SQ,TCGA-AC-A23E,1.0
131,TCGA-A1-A0SQ,TCGA-AC-A2FF,1.0
132,TCGA-A1-A0SQ,TCGA-AC-A2FO,1.0
133,TCGA-A1-A0SQ,TCGA-AC-A62Y,1.0
134,TCGA-A1-A0SQ,TCGA-AC-A6IV,1.0
135,TCGA-A2-A04N,TCGA-A1-A0SE,1.0
136,TCGA-A2-A04N,TCGA-A2-A0CP,1.0
137,TCGA-A2-A04N,TCGA-A2-A0D3,1.0
138,TCGA-A2-A04N,TCGA-A2-A0EU,1.0
139,TCGA-A2-A04N,TCGA-A2-A0EV,1.0
140,TCGA-A2-A04N,TCGA-A2-A259,1.0
141,TCGA-A2-A04N,TCGA-A7-A0DC,1.0
142,TCGA-A2-A04N,TCGA-AO-A03M,1.0
143,TCGA-A2-A04N,TCGA-AO-A03V,1.0
144,TCGA-A2-A04N,TCGA-B6-A0IP,1.0
145,TCGA-A2-A04T,TCGA-A1-A0SK,1.0
146,TCGA-A2-A04T,TCGA-A1-A0SP,1.0
147,TCGA-A2-A04T,TCGA-A2-A0CM,1.0
148,TCGA-A2-A04T,TCGA-A2-A0D0,1.0
149,TCGA-A2-A04T,TCGA-A2-A0YM,1.0
150,TCGA-A2-A04T,TCGA-A2-A25F,1.0
151,TCGA-A2-A04T,TCGA-A7-A0CE,1.0
152,TCGA-A2-A04T,TCGA-A7-A0DA,1.0
153,TCGA-A2-A04T,TCGA-A7-A13D,1.0
154,TCGA-A2-A04T,TCGA-AO-A0J6,1.0
155,TCGA-A2-A04U,TCGA-A2-A0D2,1.0
156,TCGA-A2-A04U,TCGA-A7-A26G,1.0
157,TCGA-A2-A04U,TCGA-AQ-A04J,1.0
158,TCGA-A2-A04V,TCGA-A1-A0SH,1.0
159,TCGA-A2-A04V,TCGA-A2-A0CT,1.0
160,TCGA-A2-A04V,TCGA-A2-A0ES,1.0
161,TCGA-A2-A04V,TCGA-A2-A0T4,1.0
162,TCGA-A2-A04V,TCGA-A2-A0T5,1.0
163,TCGA-A2-A04V,TCGA-A2-A1FZ,1.0
164,TCGA-A2-A04V,TCGA-A7-A0CG,1.0
165,TCGA-A2-A04V,TCGA-A7-A0CH,1.0
166,TCGA-A2-A04V,TCGA-A7-A0D9,1.0
167,TCGA-A2-A04V,TCGA-A7-A0DB,1.0
168,TCGA-A2-A04X,TCGA-A2-A0CX,1.0
169,TCGA-A2-A04X,TCGA-A2-A0D1,1.0
170,TCGA-A2-A04X,TCGA-A2-A0EQ,1.0
171,TCGA-A2-A04X,TCGA-B6-A0RH,1.0
172,TCGA-A2-A04X,TCGA-B6-A0RS,1.0
173,TCGA-A2-A04X,TCGA-C8-A12L,1.0
174,TCGA-A2-A04X,TCGA-E9-A248,1.0
175,TCGA-A2-A04X,TCGA-GM-A2DB,1.0
176,TCGA-A2-A04Y,TCGA-BH-A0BF,1.0
177,TCGA-A2-A04Y,TCGA-BH-A0C7,1.0
178,TCGA-A2-A0CK,TCGA-A2-A0YL,1.0
179,TCGA-A2-A0CK,TCGA-BH-A0C1,1.0
180,TCGA-A2-A0CK,TCGA-BH-A0HP,1.0
181,TCGA-A2-A0CK,TCGA-E2-A107,1.0
182,TCGA-A2-A0CM,TCGA-A1-A0SK,1.0
183,TCGA-A2-A0CM,TCGA-A1-A0SP,1.0
184,TCGA-A2-A0CM,TCGA-A2-A04T,1.0
185,TCGA-A2-A0CM,TCGA-A2-A0D0,1.0
186,TCGA-A2-A0CM,TCGA-A2-A0YM,1.0
187,TCGA-A2-A0CM,TCGA-A2-A25F,1.0
188,TCGA-A2-A0CM,TCGA-A7-A0CE,1.0
189,TCGA-A2-A0CM,TCGA-A7-A0DA,1.0
190,TCGA-A2-A0CM,TCGA-A7-A13D,1.0
191,TCGA-A2-A0CM,TCGA-AO-A0J6,1.0
192,TCGA-A2-A0CO,TCGA-A2-A0CR,1.0
193,TCGA-A2-A0CO,TCGA-A8-A083,1.0
194,TCGA-A2-A0CO,TCGA-AC-A4ZE,1.0
195,TCGA-A2-A0CP,TCGA-A1-A0SE,1.0
196,TCGA-A2-A0CP,TCGA-A2-A04N,1.0
197,TCGA-A2-A0CP,TCGA-A2-A0D3,1.0
198,TCGA-A2-A0CP,TCGA-A2-A0EU,1.0
199,TCGA-A2-A0CP,TCGA-A2-A0EV,1.0
200,TCGA-A2-A0CP,TCGA-A2-A259,1.0
201,TCGA-A2-A0CP,TCGA-A7-A0DC,1.0
202,TCGA-A2-A0CP,TCGA-AO-A03M,1.0
203,TCGA-A2-A0CP,TCGA-AO-A03V,1.0
204,TCGA-A2-A0CP,TCGA-B6-A0IP,1.0
205,TCGA-A2-A0CQ,TCGA-A2-A0EM,1.0
206,TCGA-A2-A0CQ,TCGA-A2-A0EO,1.0
207,TCGA-A2-A0CR,TCGA-A2-A0CO,1.0
208,TCGA-A2-A0CR,TCGA-A8-A083,1.0
209,TCGA-A2-A0CR,TCGA-AC-A4ZE,1.0
210,TCGA-A2-A0CT,TCGA-A1-A0SH,1.0
211,TCGA-A2-A0CT,TCGA-A2-A04V,1.0
212,TCGA-A2-A0CT,TCGA-A2-A0ES,1.0
213,TCGA-A2-A0CT,TCGA-A2-A0T4,1.0
214,TCGA-A2-A0CT,TCGA-A2-A0T5,1.0
215,TCGA-A2-A0CT,TCGA-A2-A1FZ,1.0
216,TCGA-A2-A0CT,TCGA-A7-A0CG,1.0
217,TCGA-A2-A0CT,TCGA-A7-A0CH,1.0
218,TCGA-A2-A0CT,TCGA-A7-A0D9,1.0
219,TCGA-A2-A0CT,TCGA-A7-A0DB,1.0
220,TCGA-A2-A0CU,TCGA-A2-A0EN,1.0
221,TCGA-A2-A0CU,TCGA-A2-A0SU,1.0
222,TCGA-A2-A0CU,TCGA-A2-A0T7,1.0
223,TCGA-A2-A0CU,TCGA-A7-A3IZ,1.0
224,TCGA-A2-A0CU,TCGA-AO-A0J8,1.0
225,TCGA-A2-A0CU,TCGA-AO-A12A,1.0
226,TCGA-A2-A0CU,TCGA-AO-A12G,1.0
227,TCGA-A2-A0CU,TCGA-BH-A0HQ,1.0
228,TCGA-A2-A0CV,TCGA-A1-A0SG,1.0
229,TCGA-A2-A0CV,TCGA-A2-A1G0,1.0
230,TCGA-A2-A0CV,TCGA-A2-A3KC,1.0
231,TCGA-A2-A0CV,TCGA-A7-A4SA,1.0
232,TCGA-A2-A0CV,TCGA-A8-A06U,1.0
233,TCGA-A2-A0CV,TCGA-A8-A07F,1.0
234,TCGA-A2-A0CV,TCGA-A8-A07J,1.0
235,TCGA-A2-A0CV,TCGA-AN-A041,1.0
236,TCGA-A2-A0CV,TCGA-AO-A0JJ,1.0
237,TCGA-A2-A0CV,TCGA-AO-A12C,1.0
238,TCGA-A2-A0CW,TCGA-3C-AALJ,1.0
239,TCGA-A2-A0CW,TCGA-A1-A0SI,1.0
240,TCGA-A2-A0CW,TCGA-A2-A0D4,1.0
241,TCGA-A2-A0CW,TCGA-A2-A0EY,1.0
242,TCGA-A2-A0CW,TCGA-A2-A25C,1.0
243,TCGA-A2-A0CW,TCGA-A2-A4S3,1.0
244,TCGA-A2-A0CW,TCGA-A8-A06R,1.0
245,TCGA-A2-A0CW,TCGA-A8-A075,1.0
246,TCGA-A2-A0CW,TCGA-A8-A082,1.0
247,TCGA-A2-A0CW,TCGA-A8-A084,1.0
248,TCGA-A2-A0CX,TCGA-A2-A04X,1.0
249,TCGA-A2-A0CX,TCGA-A2-A0D1,1.0
250,TCGA-A2-A0CX,TCGA-A2-A0EQ,1.0
251,TCGA-A2-A0CX,TCGA-B6-A0RH,1.0
252,TCGA-A2-A0CX,TCGA-B6-A0RS,1.0
253,TCGA-A2-A0CX,TCGA-C8-A12L,1.0
254,TCGA-A2-A0CX,TCGA-E9-A248,1.0
255,TCGA-A2-A0CX,TCGA-GM-A2DB,1.0
256,TCGA-A2-A0CY,TCGA-A2-A25B,1.0
257,TCGA-A2-A0CY,TCGA-A8-A09R,1.0
258,TCGA-A2-A0CY,TCGA-AO-A03P,1.0
259,TCGA-A2-A0CY,TCGA-AO-A0J7,1.0
260,TCGA-A2-A0CY,TCGA-AO-A0JM,1.0
261,TCGA-A2-A0CY,TCGA-B6-A1KC,1.0
262,TCGA-A2-A0CY,TCGA-C8-A12U,1.0
263,TCGA-A2-A0CY,TCGA-C8-A26W,1.0
264,TCGA-A2-A0CY,TCGA-C8-A27A,1.0
265,TCGA-A2-A0CY,TCGA-C8-A8HQ,1.0
266,TCGA-A2-A0CZ,TCGA-A2-A0YK,1.0
267,TCGA-A2-A0CZ,TCGA-A2-A25A,1.0
268,TCGA-A2-A0CZ,TCGA-EW-A1P7,1.0
269,TCGA-A2-A0D0,TCGA-A1-A0SK,1.0
270,TCGA-A2-A0D0,TCGA-A1-A0SP,1.0
271,TCGA-A2-A0D0,TCGA-A2-A04T,1.0
272,TCGA-A2-A0D0,TCGA-A2-A0CM,1.0
273,TCGA-A2-A0D0,TCGA-A2-A0YM,1.0
274,TCGA-A2-A0D0,TCGA-A2-A25F,1.0
275,TCGA-A2-A0D0,TCGA-A7-A0CE,1.0
276,TCGA-A2-A0D0,TCGA-A7-A0DA,1.0
277,TCGA-A2-A0D0,TCGA-A7-A13D,1.0
278,TCGA-A2-A0D0,TCGA-AO-A0J6,1.0
279,TCGA-A2-A0D1,TCGA-A2-A04X,1.0
280,TCGA-A2-A0D1,TCGA-A2-A0CX,1.0
281,TCGA-A2-A0D1,TCGA-A2-A0EQ,1.0
282,TCGA-A2-A0D1,TCGA-B6-A0RH,1.0
283,TCGA-A2-A0D1,TCGA-B6-A0RS,1.0
284,TCGA-A2-A0D1,TCGA-C8-A12L,1.0
285,TCGA-A2-A0D1,TCGA-E9-A248,1.0
286,TCGA-A2-A0D1,TCGA-GM-A2DB,1.0
287,TCGA-A2-A0D2,TCGA-A2-A04U,1.0
288,TCGA-A2-A0D2,TCGA-A7-A26G,1.0
289,TCGA-A2-A0D2,TCGA-AQ-A04J,1.0
290,TCGA-A2-A0D3,TCGA-A1-A0SE,1.0
291,TCGA-A2-A0D3,TCGA-A2-A04N,1.0
292,TCGA-A2-A0D3,TCGA-A2-A0CP,1.0
293,TCGA-A2-A0D3,TCGA-A2-A0EU,1.0
294,TCGA-A2-A0D3,TCGA-A2-A0EV,1.0
295,TCGA-A2-A0D3,TCGA-A2-A259,1.0
296,TCGA-A2-A0D3,TCGA-A7-A0DC,1.0
297,TCGA-A2-A0D3,TCGA-AO-A03M,1.0
298,TCGA-A2-A0D3,TCGA-AO-A03V,1.0
299,TCGA-A2-A0D3,TCGA-B6-A0IP,1.0
300,TCGA-A2-A0D4,TCGA-3C-AALJ,1.0
301,TCGA-A2-A0D4,TCGA-A1-A0SI,1.0
302,TCGA-A2-A0D4,TCGA-A2-A0CW,1.0
303,TCGA-A2-A0D4,TCGA-A2-A0EY,1.0
304,TCGA-A2-A0D4,TCGA-A2-A25C,1.0
305,TCGA-A2-A0D4,TCGA-A2-A4S3,1.0
306,TCGA-A2-A0D4,TCGA-A8-A06R,1.0
307,TCGA-A2-A0D4,TCGA-A8-A075,1.0
308,TCGA-A2-A0D4,TCGA-A8-A082,1.0
309,TCGA-A2-A0D4,TCGA-A8-A084,1.0
310,TCGA-A2-A0EM,TCGA-A2-A0CQ,1.0
311,TCGA-A2-A0EM,TCGA-A2-A0EO,1.0
312,TCGA-A2-A0EN,TCGA-A2-A0CU,1.0
313,TCGA-A2-A0EN,TCGA-A2-A0SU,1.0
314,TCGA-A2-A0EN,TCGA-A2-A0T7,1.0
315,TCGA-A2-A0EN,TCGA-A7-A3IZ,1.0
316,TCGA-A2-A0EN,TCGA-AO-A0J8,1.0
317,TCGA-A2-A0EN,TCGA-AO-A12A,1.0
318,TCGA-A2-A0EN,TCGA-AO-A12G,1.0
319,TCGA-A2-A0EN,TCGA-BH-A0HQ,1.0
320,TCGA-A2-A0EO,TCGA-A2-A0CQ,1.0
321,TCGA-A2-A0EO,TCGA-A2-A0EM,1.0
322,TCGA-A2-A0EQ,TCGA-A2-A04X,1.0
323,TCGA-A2-A0EQ,TCGA-A2-A0CX,1.0
324,TCGA-A2-A0EQ,TCGA-A2-A0D1,1.0
325,TCGA-A2-A0EQ,TCGA-B6-A0RH,1.0
326,TCGA-A2-A0EQ,TCGA-B6-A0RS,1.0
327,TCGA-A2-A0EQ,TCGA-C8-A12L,1.0
328,TCGA-A2-A0EQ,TCGA-E9-A248,1.0
329,TCGA-A2-A0EQ,TCGA-GM-A2DB,1.0
330,TCGA-A2-A0ER,TCGA-BH-A42V,1.0
331,TCGA-A2-A0ER,TCGA-E2-A106,1.0
332,TCGA-A2-A0ER,TCGA-E2-A570,1.0
333,TCGA-A2-A0ES,TCGA-A1-A0SH,1.0
334,TCGA-A2-A0ES,TCGA-A2-A04V,1.0
335,TCGA-A2-A0ES,TCGA-A2-A0CT,1.0
336,TCGA-A2-A0ES,TCGA-A2-A0T4,1.0
337,TCGA-A2-A0ES,TCGA-A2-A0T5,1.0
338,TCGA-A2-A0ES,TCGA-A2-A1FZ,1.0
339,TCGA-A2-A0ES,TCGA-A7-A0CG,1.0
340,TCGA-A2-A0ES,TCGA-A7-A0CH,1.0
341,TCGA-A2-A0ES,TCGA-A7-A0D9,1.0
342,TCGA-A2-A0ES,TCGA-A7-A0DB,1.0
343,TCGA-A2-A0ET,TCGA-4H-AAAK,1.0
344,TCGA-A2-A0ET,TCGA-AO-A0JG,1.0
345,TCGA-A2-A0ET,TCGA-AQ-A7U7,1.0
346,TCGA-A2-A0ET,TCGA-BH-A0B5,1.0
347,TCGA-A2-A0ET,TCGA-BH-A0DS,1.0
348,TCGA-A2-A0ET,TCGA-BH-A0DV,1.0
349,TCGA-A2-A0ET,TCGA-BH-A0E2,1.0
350,TCGA-A2-A0ET,TCGA-PE-A5DC,1.0
351,TCGA-A2-A0EU,TCGA-A1-A0SE,1.0
352,TCGA-A2-A0EU,TCGA-A2-A04N,1.0
353,TCGA-A2-A0EU,TCGA-A2-A0CP,1.0
354,TCGA-A2-A0EU,TCGA-A2-A0D3,1.0
355,TCGA-A2-A0EU,TCGA-A2-A0EV,1.0
356,TCGA-A2-A0EU,TCGA-A2-A259,1.0
357,TCGA-A2-A0EU,TCGA-A7-A0DC,1.0
358,TCGA-A2-A0EU,TCGA-AO-A03M,1.0
359,TCGA-A2-A0EU,TCGA-AO-A03V,1.0
360,TCGA-A2-A0EU,TCGA-B6-A0IP,1.0
361,TCGA-A2-A0EV,TCGA-A1-A0SE,1.0
362,TCGA-A2-A0EV,TCGA-A2-A04N,1.0
363,TCGA-A2-A0EV,TCGA-A2-A0CP,1.0
364,TCGA-A2-A0EV,TCGA-A2-A0D3,1.0
365,TCGA-A2-A0EV,TCGA-A2-A0EU,1.0
366,TCGA-A2-A0EV,TCGA-A2-A259,1.0
367,TCGA-A2-A0EV,TCGA-A7-A0DC,1.0
368,TCGA-A2-A0EV,TCGA-AO-A03M,1.0
369,TCGA-A2-A0EV,TCGA-AO-A03V,1.0
370,TCGA-A2-A0EV,TCGA-B6-A0IP,1.0
371,TCGA-A2-A0EX,TCGA-A2-A0YD,1.0
372,TCGA-A2-A0EX,TCGA-A2-A1FV,1.0
373,TCGA-A2-A0EX,TCGA-AO-A12E,1.0
374,TCGA-A2-A0EY,TCGA-3C-AALJ,1.0
375,TCGA-A2-A0EY,TCGA-A1-A0SI,1.0
376,TCGA-A2-A0EY,TCGA-A2-A0CW,1.0
377,TCGA-A2-A0EY,TCGA-A2-A0D4,1.0
378,TCGA-A2-A0EY,TCGA-A2-A25C,1.0
379,TCGA-A2-A0EY,TCGA-A2-A4S3,1.0
380,TCGA-A2-A0EY,TCGA-A8-A06R,1.0
381,TCGA-A2-A0EY,TCGA-A8-A075,1.0
382,TCGA-A2-A0EY,TCGA-A8-A082,1.0
383,TCGA-A2-A0EY,TCGA-A8-A084,1.0
384,TCGA-A2-A0ST,TCGA-EW-A1PH,1.0
385,TCGA-A2-A0ST,TCGA-GM-A2DF,1.0
386,TCGA-A2-A0SU,TCGA-A2-A0CU,1.0
387,TCGA-A2-A0SU,TCGA-A2-A0EN,1.0
388,TCGA-A2-A0SU,TCGA-A2-A0T7,1.0
389,TCGA-A2-A0SU,TCGA-A7-A3IZ,1.0
390,TCGA-A2-A0SU,TCGA-AO-A0J8,1.0
391,TCGA-A2-A0SU,TCGA-AO-A12A,1.0
392,TCGA-A2-A0SU,TCGA-AO-A12G,1.0
393,TCGA-A2-A0SU,TCGA-BH-A0HQ,1.0
394,TCGA-A2-A0SX,TCGA-AO-A0J4,1.0
395,TCGA-A2-A0SX,TCGA-B6-A0I2,1.0
396,TCGA-A2-A0SX,TCGA-B6-A0RU,1.0
397,TCGA-A2-A0SX,TCGA-B6-A402,1.0
398,TCGA-A2-A0SX,TCGA-BH-A0B9,1.0
399,TCGA-A2-A0SX,TCGA-BH-A0E6,1.0
400,TCGA-A2-A0SX,TCGA-BH-A0WA,1.0
401,TCGA-A2-A0SY,TCGA-AR-A0TW,1.0
402,TCGA-A2-A0SY,TCGA-AR-A1AL,1.0
403,TCGA-A2-A0SY,TCGA-AR-A1AM,1.0
404,TCGA-A2-A0SY,TCGA-BH-A18M,1.0
405,TCGA-A2-A0SY,TCGA-C8-A133,1.0
406,TCGA-A2-A0T0,TCGA-A1-A0SO,1.0
407,TCGA-A2-A0T0,TCGA-A2-A1G1,1.0
408,TCGA-A2-A0T0,TCGA-A7-A6VY,1.0
409,TCGA-A2-A0T0,TCGA-AN-A04D,1.0
410,TCGA-A2-A0T0,TCGA-AR-A0TS,1.0
411,TCGA-A2-A0T0,TCGA-AR-A0U0,1.0
412,TCGA-A2-A0T0,TCGA-AR-A1AH,1.0
413,TCGA-A2-A0T0,TCGA-B6-A1KF,1.0
414,TCGA-A2-A0T0,TCGA-C8-A12K,1.0
415,TCGA-A2-A0T0,TCGA-E2-A14N,1.0
416,TCGA-A2-A0T4,TCGA-A1-A0SH,1.0
417,TCGA-A2-A0T4,TCGA-A2-A04V,1.0
418,TCGA-A2-A0T4,TCGA-A2-A0CT,1.0
419,TCGA-A2-A0T4,TCGA-A2-A0ES,1.0
420,TCGA-A2-A0T4,TCGA-A2-A0T5,1.0
421,TCGA-A2-A0T4,TCGA-A2-A1FZ,1.0
422,TCGA-A2-A0T4,TCGA-A7-A0CG,1.0
423,TCGA-A2-A0T4,TCGA-A7-A0CH,1.0
424,TCGA-A2-A0T4,TCGA-A7-A0D9,1.0
425,TCGA-A2-A0T4,TCGA-A7-A0DB,1.0
426,TCGA-A2-A0T5,TCGA-A1-A0SH,1.0
427,TCGA-A2-A0T5,TCGA-A2-A04V,1.0
428,TCGA-A2-A0T5,TCGA-A2-A0CT,1.0
429,TCGA-A2-A0T5,TCGA-A2-A0ES,1.0
430,TCGA-A2-A0T5,TCGA-A2-A0T4,1.0
431,TCGA-A2-A0T5,TCGA-A2-A1FZ,1.0
432,TCGA-A2-A0T5,TCGA-A7-A0CG,1.0
433,TCGA-A2-A0T5,TCGA-A7-A0CH,1.0
434,TCGA-A2-A0T5,TCGA-A7-A0D9,1.0
435,TCGA-A2-A0T5,TCGA-A7-A0DB,1.0
436,TCGA-A2-A0T6,TCGA-AC-A2B8,1.0
437,TCGA-A2-A0T6,TCGA-B6-A0IM,1.0
438,TCGA-A2-A0T6,TCGA-B6-A0RG,1.0
439,TCGA-A2-A0T6,TCGA-B6-A40C,1.0
440,TCGA-A2-A0T6,TCGA-BH-A0DP,1.0
441,TCGA-A2-A0T6,TCGA-E2-A10A,1.0
